"Año-Mes","Ejercicio","Mes","Código","Nombre Cuenta","Naturaleza","Saldo Anterior","Saldo Final","Δ Saldos","Mov Cargo","Mov Abono","Mov Neto","Diferencia","Abs Diff","Categoría","Pólizas relacionadas"
"2025-01","2025","1","212000108000000000003","P.T.U.","acreedora","0.00","10667.37","10667.37","0.00","0.00","0.00","10667.37","10667.37","Cierre ejercicio (Dic/Ene)",""
"2023-12","2023","12","620005800000000000002","INDEMNIZACION","deudora","0.00","10286.37","10286.37","10286.37","10286.37","0.00","10286.37","10286.37","Cierre ejercicio (Dic/Ene)","diario#100007 2023-12-08 | diario#2 2023-12-31"
"2024-01","2024","1","620005800000000000002","INDEMNIZACION","deudora","10286.37","0.00","-10286.37","0.00","0.00","0.00","-10286.37","10286.37","Cierre ejercicio (Dic/Ene)",""
"2025-12","2025","12","610002600000000000002","SEGUROS Y FIANZAS","deudora","8775.81","9522.86","747.05","747.05","9522.86","-8775.81","9522.86","9522.86","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31 | diario#56 2025-12-31"
"2026-01","2026","1","610002600000000000002","SEGUROS Y FIANZAS","deudora","9522.86","747.05","-8775.81","747.05","0.00","747.05","-9522.86","9522.86","Cierre ejercicio (Dic/Ene)","diario#50 2026-01-31"
"2024-12","2024","12","610005800000000000002","UNIFORMES","deudora","9454.96","9454.96","0.00","0.00","9454.96","-9454.96","9454.96","9454.96","Cierre ejercicio (Dic/Ene)","diario#4 2024-12-31"
"2025-01","2025","1","610005800000000000002","UNIFORMES","deudora","9454.96","0.00","-9454.96","0.00","0.00","0.00","-9454.96","9454.96","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","610006300000000000002","MANTTO. EQ. REFRIGERACION","deudora","8995.68","8995.68","0.00","0.00","8995.68","-8995.68","8995.68","8995.68","Cierre ejercicio (Dic/Ene)","diario#4 2024-12-31"
"2025-01","2025","1","610006300000000000002","MANTTO. EQ. REFRIGERACION","deudora","8995.68","0.00","-8995.68","0.00","0.00","0.00","-8995.68","8995.68","Cierre ejercicio (Dic/Ene)",""
"2023-12","2023","12","620001700000000000002","APORTACIONES AL SAR","deudora","5729.43","8780.23","3050.80","3050.80","8780.23","-5729.43","8780.23","8780.23","Cierre ejercicio (Dic/Ene)","diario#2 2023-12-31 | diario#27 2023-12-31"
"2024-01","2024","1","620001700000000000002","APORTACIONES AL SAR","deudora","8780.23","0.00","-8780.23","0.00","0.00","0.00","-8780.23","8780.23","Cierre ejercicio (Dic/Ene)",""
"2025-12","2025","12","610007000000000000002","HERRAMIENTAS DE TRABAJO","deudora","8507.58","8507.58","0.00","0.00","8507.58","-8507.58","8507.58","8507.58","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31"
"2026-01","2026","1","610007000000000000002","HERRAMIENTAS DE TRABAJO","deudora","8507.58","0.00","-8507.58","0.00","0.00","0.00","-8507.58","8507.58","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","610002600000000000002","SEGUROS Y FIANZAS","deudora","7100.64","7861.22","760.58","760.58","7861.22","-7100.64","7861.22","7861.22","Cierre ejercicio (Dic/Ene)","diario#50 2024-12-31 | diario#4 2024-12-31"
"2025-01","2025","1","610002600000000000002","SEGUROS Y FIANZAS","deudora","7861.22","760.56","-7100.66","760.56","0.00","760.56","-7861.22","7861.22","Cierre ejercicio (Dic/Ene)","diario#50 2025-01-31"
"2025-12","2025","12","610006300000000000002","MANTTO. EQ. REFRIGERACION","deudora","7829.31","7829.31","0.00","0.00","7829.31","-7829.31","7829.31","7829.31","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31"
"2026-01","2026","1","610006300000000000002","MANTTO. EQ. REFRIGERACION","deudora","7829.31","0.00","-7829.31","0.00","0.00","0.00","-7829.31","7829.31","Cierre ejercicio (Dic/Ene)",""
"2023-10","2023","10","136000200000000000002","DEPRECIACION EQUIPO DE TRANSPORTE","acreedora","0.00","-3836.04","-3836.04","0.00","3836.04","3836.04","-7672.08","7672.08","Ajuste manual sin póliza","diario#23 2023-10-31"
"2023-12","2023","12","136000200000000000002","DEPRECIACION EQUIPO DE TRANSPORTE","acreedora","-7672.08","-11508.13","-3836.04","0.00","3836.04","3836.04","-7672.08","7672.08","Cierre ejercicio (Dic/Ene)","diario#29 2023-12-31"
"2023-11","2023","11","136000200000000000002","DEPRECIACION EQUIPO DE TRANSPORTE","acreedora","-3836.04","-7672.08","-3836.04","0.00","3836.04","3836.04","-7672.08","7672.08","Ajuste manual sin póliza","diario#22 2023-11-30"
"2024-12","2024","12","610000700000000000002","VACACIONES","deudora","7198.54","7198.54","0.00","0.00","7198.54","-7198.54","7198.54","7198.54","Cierre ejercicio (Dic/Ene)","diario#4 2024-12-31"
"2025-01","2025","1","610000700000000000002","VACACIONES","deudora","7198.54","0.00","-7198.54","0.00","0.00","0.00","-7198.54","7198.54","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","610006700000000000002","CASETAS, PEAJES","deudora","5925.79","7098.21","1172.42","1172.42","7098.21","-5925.79","7098.21","7098.21","Cierre ejercicio (Dic/Ene)","egreso#68 2024-12-31 | egreso#14 2024-12-09 | egreso#16 2024-12-09 | egreso#17 2024-12-09 | egreso#38 2024-12-18 | egreso#40 2024-12-19 | egreso#45 2024-12-26 | egreso#47 2024-12-26 | egreso#46 2024-12-26 | egreso#48 2024-12-26 | diario#4 2024-12-31"
"2025-01","2025","1","610006700000000000002","CASETAS, PEAJES","deudora","7098.21","468.11","-6630.10","468.11","0.00","468.11","-7098.21","7098.21","Cierre ejercicio (Dic/Ene)","egreso#18 2025-01-13 | egreso#42 2025-01-22 | egreso#49 2025-01-24"
"2026-01","2026","1","610005900000000000002","COMISIONES BANCARIAS","deudora","6564.96","1763.35","-4801.61","1763.35","0.00","1763.35","-6564.96","6564.96","Cierre ejercicio (Dic/Ene)","egreso#72 2026-01-31"
"2025-12","2025","12","610005900000000000002","COMISIONES BANCARIAS","deudora","6564.96","6564.96","0.00","0.00","6564.96","-6564.96","6564.96","6564.96","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31"
"2024-12","2024","12","610000800000000000002","PRIMA VACACIONAL","deudora","3346.97","6387.88","3040.91","3040.91","6387.88","-3346.97","6387.88","6387.88","Cierre ejercicio (Dic/Ene)","diario#100060 2024-12-23 | diario#4 2024-12-31"
"2025-01","2025","1","610000800000000000002","PRIMA VACACIONAL","deudora","6387.88","0.00","-6387.88","0.00","0.00","0.00","-6387.88","6387.88","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","610006500000000000002","RECARGAS TELEFONICAS","deudora","5775.78","6379.22","603.44","603.44","6379.22","-5775.78","6379.22","6379.22","Cierre ejercicio (Dic/Ene)","egreso#49 2024-12-27 | egreso#62 2024-12-30 | egreso#63 2024-12-30 | diario#4 2024-12-31"
"2025-01","2025","1","610006500000000000002","RECARGAS TELEFONICAS","deudora","6379.22","330.62","-6048.60","330.62","0.00","330.62","-6379.22","6379.22","Cierre ejercicio (Dic/Ene)","egreso#10 2025-01-09 | egreso#40 2025-01-22"
"2025-12","2025","12","610006500000000000002","RECARGAS TELEFONICAS","deudora","5710.72","6359.42","648.70","648.70","6359.42","-5710.72","6359.42","6359.42","Cierre ejercicio (Dic/Ene)","egreso#56 2025-12-19 | egreso#30 2025-12-12 | egreso#69 2025-12-27 | egreso#81 2025-12-30 | egreso#93 2025-12-31 | diario#3 2025-12-31"
"2026-01","2026","1","610006500000000000002","RECARGAS TELEFONICAS","deudora","6359.42","474.13","-5885.29","474.13","0.00","474.13","-6359.42","6359.42","Cierre ejercicio (Dic/Ene)","egreso#44 2026-01-23 | egreso#48 2026-01-26"
"2024-12","2024","12","610005900000000000002","COMISIONES BANCARIAS","deudora","6315.50","6315.50","0.00","0.00","6315.50","-6315.50","6315.50","6315.50","Cierre ejercicio (Dic/Ene)","diario#4 2024-12-31"
"2025-01","2025","1","610005900000000000002","COMISIONES BANCARIAS","deudora","6315.50","500.00","-5815.50","500.00","0.00","500.00","-6315.50","6315.50","Cierre ejercicio (Dic/Ene)","diario#100104 2025-01-31"
"2023-12","2023","12","620000600000000000002","VACACIONES","deudora","2378.46","6203.65","3825.19","3825.19","6203.65","-2378.46","6203.65","6203.65","Cierre ejercicio (Dic/Ene)","diario#100007 2023-12-08 | diario#100016 2023-12-15 | diario#2 2023-12-31"
"2024-01","2024","1","620000600000000000002","VACACIONES","deudora","6203.65","0.00","-6203.65","0.00","0.00","0.00","-6203.65","6203.65","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","610004700000000000002","ALIMENTACION","deudora","4459.70","6127.80","1668.10","1668.10","6127.80","-4459.70","6127.80","6127.80","Cierre ejercicio (Dic/Ene)","egreso#73 2024-12-31 | diario#4 2024-12-31"
"2025-01","2025","1","610004700000000000002","ALIMENTACION","deudora","6127.80","80.00","-6047.80","80.00","0.00","80.00","-6127.80","6127.80","Cierre ejercicio (Dic/Ene)","egreso#11 2025-01-09"
"2025-12","2025","12","610002200000000000002","LIMPIEZA","deudora","5464.58","5464.58","0.00","0.00","5464.58","-5464.58","5464.58","5464.58","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31"
"2026-01","2026","1","610002200000000000002","LIMPIEZA","deudora","5464.58","566.45","-4898.13","566.45","0.00","566.45","-5464.58","5464.58","Cierre ejercicio (Dic/Ene)","egreso#16 2026-01-09"
"2024-12","2024","12","630000500000000000002","DEPRECIACION MAQUINARIA Y EQUIPO","deudora","4249.86","4958.17","708.31","708.31","4958.17","-4249.86","4958.17","4958.17","Cierre ejercicio (Dic/Ene)","diario#51 2024-12-31 | diario#4 2024-12-31"
"2025-01","2025","1","630000500000000000002","DEPRECIACION MAQUINARIA Y EQUIPO","deudora","4958.17","708.31","-4249.86","708.31","0.00","708.31","-4958.17","4958.17","Cierre ejercicio (Dic/Ene)","diario#49 2025-01-31"
"2023-12","2023","12","910000700000000000002","CUCA DE EJERCICIOS ANTERIORES","deudora","100000.00","100000.00","0.00","4660.00","0.00","4660.00","-4660.00","4660.00","Cierre ejercicio (Dic/Ene)","diario#1 2023-12-31"
"2024-01","2024","1","910000700000000000002","CUCA DE EJERCICIOS ANTERIORES","deudora","100000.00","104660.00","4660.00","0.00","0.00","0.00","4660.00","4660.00","Cierre ejercicio (Dic/Ene)",""
"2023-12","2023","12","920000700000000000002","CONTRA CTA. CUCA DE EJERCICIOS ANTERIORE","acreedora","100000.00","100000.00","0.00","0.00","4660.00","4660.00","-4660.00","4660.00","Cierre ejercicio (Dic/Ene)","diario#1 2023-12-31"
"2024-01","2024","1","920000700000000000002","CONTRA CTA. CUCA DE EJERCICIOS ANTERIORE","acreedora","100000.00","104660.00","4660.00","0.00","0.00","0.00","4660.00","4660.00","Cierre ejercicio (Dic/Ene)",""
"2025-01","2025","1","910000700000000000002","CUCA DE EJERCICIOS ANTERIORES","deudora","104660.00","109066.19","4406.19","0.00","0.00","0.00","4406.19","4406.19","Cierre ejercicio (Dic/Ene)",""
"2025-01","2025","1","920000700000000000002","CONTRA CTA. CUCA DE EJERCICIOS ANTERIORE","acreedora","104660.00","109066.19","4406.19","0.00","0.00","0.00","4406.19","4406.19","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","910000700000000000002","CUCA DE EJERCICIOS ANTERIORES","deudora","104660.00","104660.00","0.00","4406.19","0.00","4406.19","-4406.19","4406.19","Cierre ejercicio (Dic/Ene)","diario#2 2024-12-31"
"2024-12","2024","12","920000700000000000002","CONTRA CTA. CUCA DE EJERCICIOS ANTERIORE","acreedora","104660.00","104660.00","0.00","0.00","4406.19","4406.19","-4406.19","4406.19","Cierre ejercicio (Dic/Ene)","diario#2 2024-12-31"
"2024-12","2024","12","610005400000000000002","GASTOS DE FIN DE AÑO","deudora","4250.89","4250.89","0.00","0.00","4250.89","-4250.89","4250.89","4250.89","Cierre ejercicio (Dic/Ene)","diario#4 2024-12-31"
"2025-01","2025","1","610005400000000000002","GASTOS DE FIN DE AÑO","deudora","4250.89","0.00","-4250.89","0.00","0.00","0.00","-4250.89","4250.89","Cierre ejercicio (Dic/Ene)",""
"2025-12","2025","12","910000700000000000002","CUCA DE EJERCICIOS ANTERIORES","deudora","109066.19","109066.19","0.00","4024.54","0.00","4024.54","-4024.54","4024.54","Cierre ejercicio (Dic/Ene)","diario#2 2025-12-31"
"2025-12","2025","12","920000700000000000002","CONTRA CTA. CUCA DE EJERCICIOS ANTERIORE","acreedora","109066.19","109066.19","0.00","0.00","4024.54","4024.54","-4024.54","4024.54","Cierre ejercicio (Dic/Ene)","diario#2 2025-12-31"
"2026-01","2026","1","910000700000000000002","CUCA DE EJERCICIOS ANTERIORES","deudora","109066.19","113090.73","4024.54","0.00","0.00","0.00","4024.54","4024.54","Cierre ejercicio (Dic/Ene)",""
"2026-01","2026","1","920000700000000000002","CONTRA CTA. CUCA DE EJERCICIOS ANTERIORE","acreedora","109066.19","113090.73","4024.54","0.00","0.00","0.00","4024.54","4024.54","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","910000200000000000002","CUFIN DEL EJERCICIO","deudora","0.00","0.00","0.00","0.00","3320.66","-3320.66","3320.66","3320.66","Cierre ejercicio (Dic/Ene)","diario#2 2024-12-31"
"2025-01","2025","1","910000200000000000002","CUFIN DEL EJERCICIO","deudora","0.00","-3320.66","-3320.66","0.00","0.00","0.00","-3320.66","3320.66","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","920000200000000000002","CONTRA CTA. CUFIN DEL EJERCICIO","acreedora","0.00","0.00","0.00","3320.66","0.00","-3320.66","3320.66","3320.66","Cierre ejercicio (Dic/Ene)","diario#2 2024-12-31"
"2025-01","2025","1","920000200000000000002","CONTRA CTA. CUFIN DEL EJERCICIO","acreedora","0.00","-3320.66","-3320.66","0.00","0.00","0.00","-3320.66","3320.66","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","610006100000000000002","MANTTO. DE EQUIPO","deudora","3152.55","3152.55","0.00","0.00","3152.55","-3152.55","3152.55","3152.55","Cierre ejercicio (Dic/Ene)","diario#4 2024-12-31"
"2025-01","2025","1","610006100000000000002","MANTTO. DE EQUIPO","deudora","3152.55","0.00","-3152.55","0.00","0.00","0.00","-3152.55","3152.55","Cierre ejercicio (Dic/Ene)",""
"2023-12","2023","12","620003600000000000002","OTROS IMPUESTOS Y DERECHOS","deudora","3097.80","3097.80","0.00","0.00","3097.80","-3097.80","3097.80","3097.80","Cierre ejercicio (Dic/Ene)","diario#2 2023-12-31"
"2024-01","2024","1","620003600000000000002","OTROS IMPUESTOS Y DERECHOS","deudora","3097.80","0.00","-3097.80","0.00","0.00","0.00","-3097.80","3097.80","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","610006600000000000002","ESTACIONAMIENTOS","deudora","2668.58","3042.68","374.10","374.10","3042.68","-2668.58","3042.68","3042.68","Cierre ejercicio (Dic/Ene)","egreso#3 2024-12-02 | egreso#4 2024-12-02 | egreso#5 2024-12-04 | egreso#8 2024-12-05 | egreso#9 2024-12-05 | egreso#15 2024-12-09 | egreso#21 2024-12-11 | egreso#25 2024-12-13 | egreso#27 2024-12-14 | egreso#31 2024-12-17 | egreso#34 2024-12-17 | egreso#41 2024-12-19 | diario#4 2024-12-31"
"2025-01","2025","1","610006600000000000002","ESTACIONAMIENTOS","deudora","3042.68","498.69","-2543.99","498.69","0.00","498.69","-3042.68","3042.68","Cierre ejercicio (Dic/Ene)","egreso#4 2025-01-06 | egreso#15 2025-01-09 | egreso#17 2025-01-10 | egreso#24 2025-01-15 | egreso#25 2025-01-15 | egreso#31 2025-01-16 | egreso#34 2025-01-17 | egreso#35 2025-01-18 | egreso#36 2025-01-18 | egreso#43 2025-01-22 | egreso#37 2025-01-20 | egreso#54 2025-01-24 | egreso#64 2025-01-30"
"2025-12","2025","12","610006200000000000002","TIMBRES FISCALES","deudora","2800.00","2800.00","0.00","0.00","2800.00","-2800.00","2800.00","2800.00","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31"
"2026-01","2026","1","610006200000000000002","TIMBRES FISCALES","deudora","2800.00","0.00","-2800.00","0.00","0.00","0.00","-2800.00","2800.00","Cierre ejercicio (Dic/Ene)",""
"2023-12","2023","12","620002200000000000002","MANTTO. EQUIPO DE TRANSPORTE","deudora","0.00","2750.00","2750.00","2750.00","2750.00","0.00","2750.00","2750.00","Cierre ejercicio (Dic/Ene)","diario#100042 2023-12-28 | diario#2 2023-12-31"
"2024-01","2024","1","620002200000000000002","MANTTO. EQUIPO DE TRANSPORTE","deudora","2750.00","0.00","-2750.00","0.00","0.00","0.00","-2750.00","2750.00","Cierre ejercicio (Dic/Ene)",""
"2025-12","2025","12","420000200000000000002","DESCUENTOS Y DEVOLUCIONES I.V.A. AL 0%","deudora","2615.85","2615.85","0.00","0.00","2615.85","-2615.85","2615.85","2615.85","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31"
"2026-01","2026","1","420000200000000000002","DESCUENTOS Y DEVOLUCIONES I.V.A. AL 0%","deudora","2615.85","0.00","-2615.85","0.00","0.00","0.00","-2615.85","2615.85","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","420000200000000000002","DESCUENTOS Y DEVOLUCIONES I.V.A. AL 0%","deudora","2470.22","2470.62","0.40","0.40","2470.62","-2470.22","2470.62","2470.62","Cierre ejercicio (Dic/Ene)","ingreso#11 2024-12-17 | diario#4 2024-12-31"
"2025-01","2025","1","420000200000000000002","DESCUENTOS Y DEVOLUCIONES I.V.A. AL 0%","deudora","2470.62","0.00","-2470.62","0.00","0.00","0.00","-2470.62","2470.62","Cierre ejercicio (Dic/Ene)",""
"2025-12","2025","12","610003500000000000002","RECARGOS FISCALES","deudora","2463.76","2464.76","1.00","1.00","2464.76","-2463.76","2464.76","2464.76","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31 | egreso#96 2025-12-08"
"2026-01","2026","1","610003500000000000002","RECARGOS FISCALES","deudora","2464.76","1647.91","-816.85","1647.91","0.00","1647.91","-2464.76","2464.76","Cierre ejercicio (Dic/Ene)","diario#100044 2026-01-23 | diario#100045 2026-01-23"
"2023-12","2023","12","420000200000000000002","DESCUENTOS Y DEVOLUCIONES I.V.A. AL 0%","deudora","740.70","2359.07","1618.37","1618.37","2359.07","-740.70","2359.07","2359.07","Cierre ejercicio (Dic/Ene)","ingreso#13 2023-12-16 | diario#2 2023-12-31 | diario#16 2023-12-19"
"2024-01","2024","1","420000200000000000002","DESCUENTOS Y DEVOLUCIONES I.V.A. AL 0%","deudora","2359.07","0.00","-2359.07","0.00","0.00","0.00","-2359.07","2359.07","Cierre ejercicio (Dic/Ene)",""
"2025-12","2025","12","610004800000000000002","OTROS GASTOS DE VIAJE","deudora","2086.13","2086.13","0.00","0.00","2086.13","-2086.13","2086.13","2086.13","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31"
"2026-01","2026","1","610004800000000000002","OTROS GASTOS DE VIAJE","deudora","2086.13","0.00","-2086.13","0.00","0.00","0.00","-2086.13","2086.13","Cierre ejercicio (Dic/Ene)",""
"2025-12","2025","12","610006600000000000002","ESTACIONAMIENTOS","deudora","1905.47","1939.95","34.48","34.48","1939.95","-1905.47","1939.95","1939.95","Cierre ejercicio (Dic/Ene)","egreso#4 2025-12-03 | diario#3 2025-12-31"
"2026-01","2026","1","610006600000000000002","ESTACIONAMIENTOS","deudora","1939.95","34.48","-1905.47","34.48","0.00","34.48","-1939.95","1939.95","Cierre ejercicio (Dic/Ene)","egreso#37 2026-01-21"
"2024-12","2024","12","610003600000000000002","AGUA","deudora","1896.56","1896.56","0.00","0.00","1896.56","-1896.56","1896.56","1896.56","Cierre ejercicio (Dic/Ene)","diario#4 2024-12-31"
"2025-01","2025","1","610003600000000000002","AGUA","deudora","1896.56","0.00","-1896.56","0.00","0.00","0.00","-1896.56","1896.56","Cierre ejercicio (Dic/Ene)",""
"2025-12","2025","12","610006000000000000002","TENENCIAS","deudora","1834.00","1834.00","0.00","0.00","1834.00","-1834.00","1834.00","1834.00","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31"
"2026-01","2026","1","610006000000000000002","TENENCIAS","deudora","1834.00","0.00","-1834.00","0.00","0.00","0.00","-1834.00","1834.00","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","610006000000000000002","TENENCIAS","deudora","1730.00","1730.00","0.00","0.00","1730.00","-1730.00","1730.00","1730.00","Cierre ejercicio (Dic/Ene)","diario#4 2024-12-31"
"2025-01","2025","1","610006000000000000002","TENENCIAS","deudora","1730.00","0.00","-1730.00","0.00","0.00","0.00","-1730.00","1730.00","Cierre ejercicio (Dic/Ene)",""
"2025-12","2025","12","610006400000000000002","BOTIQUIN","deudora","1159.83","1682.08","522.25","522.25","1682.08","-1159.83","1682.08","1682.08","Cierre ejercicio (Dic/Ene)","egreso#16 2025-12-08 | egreso#43 2025-12-17 | diario#3 2025-12-31"
"2026-01","2026","1","610006400000000000002","BOTIQUIN","deudora","1682.08","161.44","-1520.64","161.44","0.00","161.44","-1682.08","1682.08","Cierre ejercicio (Dic/Ene)","egreso#43 2026-01-23"
"2023-12","2023","12","620000700000000000002","PRIMA VACACIONAL","deudora","594.60","1550.90","956.30","956.30","1550.90","-594.60","1550.90","1550.90","Cierre ejercicio (Dic/Ene)","diario#100007 2023-12-08 | diario#100016 2023-12-15 | diario#2 2023-12-31"
"2024-01","2024","1","620000700000000000002","PRIMA VACACIONAL","deudora","1550.90","0.00","-1550.90","0.00","0.00","0.00","-1550.90","1550.90","Cierre ejercicio (Dic/Ene)",""
"2025-12","2025","12","610000900000000000002","PRIMA DE ANTIGÜEDAD","deudora","1494.06","1494.06","0.00","0.00","1494.06","-1494.06","1494.06","1494.06","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31"
"2026-01","2026","1","610000900000000000002","PRIMA DE ANTIGÜEDAD","deudora","1494.06","0.00","-1494.06","0.00","0.00","0.00","-1494.06","1494.06","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","610006200000000000002","TIMBRES FISCALES","deudora","1400.00","1400.00","0.00","0.00","1400.00","-1400.00","1400.00","1400.00","Cierre ejercicio (Dic/Ene)","diario#4 2024-12-31"
"2025-01","2025","1","610006200000000000002","TIMBRES FISCALES","deudora","1400.00","1400.00","0.00","1400.00","0.00","1400.00","-1400.00","1400.00","Cierre ejercicio (Dic/Ene)","diario#100063 2025-01-20"
"2024-12","2024","12","720000400000000000002","COMISIONES BANCARIAS","deudora","835.50","1335.50","500.00","500.00","1335.50","-835.50","1335.50","1335.50","Cierre ejercicio (Dic/Ene)","diario#100101 2024-12-31 | diario#4 2024-12-31"
"2025-01","2025","1","720000400000000000002","COMISIONES BANCARIAS","deudora","1335.50","0.00","-1335.50","0.00","0.00","0.00","-1335.50","1335.50","Cierre ejercicio (Dic/Ene)",""
"2025-12","2025","12","730000300000000000002","ACTUALIZACION DE CONTRIBUCIONES","acreedora","508.00","1193.00","685.00","1193.00","685.00","-508.00","1193.00","1193.00","Cierre ejercicio (Dic/Ene)","diario#30 2025-12-16 | diario#3 2025-12-31"
"2026-01","2026","1","730000300000000000002","ACTUALIZACION DE CONTRIBUCIONES","acreedora","1193.00","0.00","-1193.00","0.00","0.00","0.00","-1193.00","1193.00","Cierre ejercicio (Dic/Ene)",""
"2025-12","2025","12","610004900000000000002","FLETES Y ACARREOS","deudora","1170.08","1170.08","0.00","0.00","1170.08","-1170.08","1170.08","1170.08","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31"
"2026-01","2026","1","610004900000000000002","FLETES Y ACARREOS","deudora","1170.08","0.00","-1170.08","0.00","0.00","0.00","-1170.08","1170.08","Cierre ejercicio (Dic/Ene)",""
"2025-12","2025","12","610005800000000000002","UNIFORMES","deudora","1169.83","1169.83","0.00","0.00","1169.83","-1169.83","1169.83","1169.83","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31"
"2026-01","2026","1","610005800000000000002","UNIFORMES","deudora","1169.83","0.00","-1169.83","0.00","0.00","0.00","-1169.83","1169.83","Cierre ejercicio (Dic/Ene)",""
"2025-12","2025","12","610006800000000000002","VERIFICACIONES","deudora","1085.16","1085.16","0.00","0.00","1085.16","-1085.16","1085.16","1085.16","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31"
"2026-01","2026","1","610006800000000000002","VERIFICACIONES","deudora","1085.16","1127.34","42.18","1127.34","0.00","1127.34","-1085.16","1085.16","Cierre ejercicio (Dic/Ene)","egreso#3 2026-01-05 | egreso#4 2026-01-05"
"2024-12","2024","12","610006800000000000002","VERIFICACIONES","deudora","1041.06","1041.06","0.00","0.00","1041.06","-1041.06","1041.06","1041.06","Cierre ejercicio (Dic/Ene)","diario#4 2024-12-31"
"2025-01","2025","1","610006800000000000002","VERIFICACIONES","deudora","1041.06","0.00","-1041.06","0.00","0.00","0.00","-1041.06","1041.06","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","610003700000000000002","OTROS IMPUESTOS Y DERECHOS","deudora","1014.00","1014.00","0.00","0.00","1014.00","-1014.00","1014.00","1014.00","Cierre ejercicio (Dic/Ene)","diario#4 2024-12-31"
"2025-01","2025","1","610003700000000000002","OTROS IMPUESTOS Y DERECHOS","deudora","1014.00","0.00","-1014.00","0.00","0.00","0.00","-1014.00","1014.00","Cierre ejercicio (Dic/Ene)",""
"2023-12","2023","12","720000400000000000002","COMISIONES BANCARIAS","deudora","0.00","874.00","874.00","874.00","874.00","0.00","874.00","874.00","Cierre ejercicio (Dic/Ene)","diario#100045 2023-12-30 | diario#2 2023-12-31"
"2024-01","2024","1","720000400000000000002","COMISIONES BANCARIAS","deudora","874.00","0.00","-874.00","0.00","0.00","0.00","-874.00","874.00","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","720000100000000000002","INTERESES BANCARIOS A CARGO","deudora","750.00","750.00","0.00","0.00","750.00","-750.00","750.00","750.00","Cierre ejercicio (Dic/Ene)","diario#4 2024-12-31"
"2025-01","2025","1","720000100000000000002","INTERESES BANCARIOS A CARGO","deudora","750.00","0.00","-750.00","0.00","0.00","0.00","-750.00","750.00","Cierre ejercicio (Dic/Ene)",""
"2023-12","2023","12","620006000000000000002","COMISIONES POR MANEJO DE CUENTA","deudora","747.50","747.50","0.00","0.00","747.50","-747.50","747.50","747.50","Cierre ejercicio (Dic/Ene)","diario#2 2023-12-31"
"2024-01","2024","1","620006000000000000002","COMISIONES POR MANEJO DE CUENTA","deudora","747.50","0.00","-747.50","0.00","0.00","0.00","-747.50","747.50","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","610000400000000000002","COMISIONES","deudora","703.50","703.50","0.00","0.00","703.50","-703.50","703.50","703.50","Cierre ejercicio (Dic/Ene)","diario#4 2024-12-31"
"2025-01","2025","1","610000400000000000002","COMISIONES","deudora","703.50","0.00","-703.50","0.00","0.00","0.00","-703.50","703.50","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","610006400000000000002","BOTIQUIN","deudora","699.85","699.85","0.00","0.00","699.85","-699.85","699.85","699.85","Cierre ejercicio (Dic/Ene)","diario#4 2024-12-31"
"2025-01","2025","1","610006400000000000002","BOTIQUIN","deudora","699.85","0.00","-699.85","0.00","0.00","0.00","-699.85","699.85","Cierre ejercicio (Dic/Ene)",""
"2025-12","2025","12","610006100000000000002","MANTTO. DE EQUIPO","deudora","688.79","688.79","0.00","0.00","688.79","-688.79","688.79","688.79","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31"
"2026-01","2026","1","610006100000000000002","MANTTO. DE EQUIPO","deudora","688.79","0.00","-688.79","0.00","0.00","0.00","-688.79","688.79","Cierre ejercicio (Dic/Ene)",""
